2022-8888,1,ATP Cup,ATP Cup,8888,atp-cup,"Sydney, Australia",2022.01.01,2022,1,1,16,16,Outdoor,Hard,"$10,000,000",USD,10000000,/en/scores/archive/atp-cup/8888/2022/results,,,,,,,,,,,,
2022-8998,2,ATP 250,Adelaide International 1,8998,adelaide,"Adelaide, Australia",2022.01.03,2022,1,3,28,24,Outdoor,Hard,"$416,800",USD,416800,/en/scores/archive/adelaide/8998/2022/results,Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Rohan Bopanna,/en/players/rohan-bopanna/b757/overview,rohan-bopanna,b757,Ramkumar Ramanathan,/en/players/ramkumar-ramanathan/rb56/overview,ramkumar-ramanathan,rb56
2022-9665,3,ATP 250,Melbourne Summer Set,9665,melbourne,"Melbourne, Australia",2022.01.04,2022,1,4,28,24,Outdoor,Hard,"$521,000",USD,521000,/en/scores/archive/melbourne/9665/2022/results,Rafael Nadal,/en/players/rafael-nadal/n409/overview,rafael-nadal,n409,Wesley Koolhof,/en/players/wesley-koolhof/kc41/overview,wesley-koolhof,kc41,Neal Skupski,/en/players/neal-skupski/sl22/overview,neal-skupski,sl22
2022-9663,4,ATP 250,Sydney Tennis Classic,9663,sydney,"Sydney, Australia",2022.01.10,2022,1,10,28,24,Outdoor,Hard,"$521,000",USD,521000,/en/scores/archive/sydney/9663/2022/results,Aslan Karatsev,/en/players/aslan-karatsev/kc56/overview,aslan-karatsev,kc56,Filip Polasek,/en/players/filip-polasek/pa46/overview,filip-polasek,pa46,John Peers,/en/players/john-peers/pc96/overview,john-peers,pc96
2022-9667,5,ATP 250,Adelaide International 2,9667,adelaide,"Adelaide, Australia",2022.01.10,2022,1,10,28,24,Outdoor,Hard,"$493,875",USD,493875,/en/scores/archive/adelaide/9667/2022/results,Thanasi Kokkinakis,/en/players/thanasi-kokkinakis/kd46/overview,thanasi-kokkinakis,kd46,Wesley Koolhof,/en/players/wesley-koolhof/kc41/overview,wesley-koolhof,kc41,Neal Skupski,/en/players/neal-skupski/sl22/overview,neal-skupski,sl22
2022-580,6,Grand Slam,Australian Open,580,australian-open,"Melbourne, Australia",2022.01.17,2022,1,17,128,64,Outdoor,Hard,"A$33,784,200",AUD,33784200,/en/scores/archive/australian-open/580/2022/results,Rafael Nadal,/en/players/rafael-nadal/n409/overview,rafael-nadal,n409,Thanasi Kokkinakis,/en/players/thanasi-kokkinakis/kd46/overview,thanasi-kokkinakis,kd46,Nick Kyrgios,/en/players/nick-kyrgios/ke17/overview,nick-kyrgios,ke17
2022-9158,7,ATP 250,Cordoba Open,9158,cordoba,"Cordoba, Argentina",2022.01.31,2022,1,31,28,16,Outdoor,Clay,"$493,875",USD,493875,/en/scores/archive/cordoba/9158/2022/results,Albert Ramos-Vinolas,/en/players/albert-ramos-vinolas/r772/overview,albert-ramos-vinolas,r772,Santiago Gonzalez,/en/players/santiago-gonzalez/g551/overview,santiago-gonzalez,g551,Andres Molteni,/en/players/andres-molteni/me56/overview,andres-molteni,me56
2022-891,8,ATP 250,Tata Open Maharashtra,891,pune,"Pune, India",2022.01.31,2022,1,31,28,16,Outdoor,Hard,"$493,875",USD,493875,/en/scores/archive/pune/891/2022/results,Joao Sousa,/en/players/joao-sousa/sh90/overview,joao-sousa,sh90,Rohan Bopanna,/en/players/rohan-bopanna/b757/overview,rohan-bopanna,b757,Ramkumar Ramanathan,/en/players/ramkumar-ramanathan/rb56/overview,ramkumar-ramanathan,rb56
2022-375,9,ATP 250,Open Sud de France – Montpellier,375,montpellier,"Montpellier, France",2022.01.31,2022,1,31,28,16,Indoor,Hard,"€490,990",EUR,490990,/en/scores/archive/montpellier/375/2022/results,Alexander Bublik,/en/players/alexander-bublik/bk92/overview,alexander-bublik,bk92,Pierre-Hugues Herbert,/en/players/pierre-hugues-herbert/h996/overview,pierre-hugues-herbert,h996,Nicolas Mahut,/en/players/nicolas-mahut/m873/overview,nicolas-mahut,m873
2022-407,10,ATP 500,ABN AMRO Open,407,rotterdam,"Rotterdam, Netherlands",2022.02.07,2022,2,7,32,16,Indoor,Hard,"€1,349,070",EUR,1349070,/en/scores/archive/rotterdam/407/2022/results,Felix Auger-Aliassime,/en/players/felix-auger-aliassime/ag37/overview,felix-auger-aliassime,ag37,Robin Haase,/en/players/robin-haase/h756/overview,robin-haase,h756,Matwe Middelkoop,/en/players/matwe-middelkoop/mb88/overview,matwe-middelkoop,mb88
2022-424,11,ATP 250,Dallas Open,424,dallas,"Dallas, United States",2022.02.07,2022,2,7,28,16,Indoor,Hard,"$792,980",USD,792980,/en/scores/archive/dallas/424/2022/results,Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Marcelo Arevalo,/en/players/marcelo-arevalo/a853/overview,marcelo-arevalo,a853,Jean-Julien Rojer,/en/players/jean-julien-rojer/r513/overview,jean-julien-rojer,r513
2022-506,12,ATP 250,Argentina Open,506,buenos-aires,"Buenos Aires, Argentina",2022.02.07,2022,2,7,28,16,Outdoor,Clay,"$686,700",USD,686700,/en/scores/archive/buenos-aires/506/2022/results,Casper Ruud,/en/players/casper-ruud/rh16/overview,casper-ruud,rh16,Santiago Gonzalez,/en/players/santiago-gonzalez/g551/overview,santiago-gonzalez,g551,Andres Molteni,/en/players/andres-molteni/me56/overview,andres-molteni,me56
2022-6932,13,ATP 500,Rio Open presented by Claro,6932,rio-de-janeiro,"Rio de Janeiro, Brazil",2022.02.14,2022,2,14,28,16,Outdoor,Clay,"$1,815,115",USD,1815115,/en/scores/archive/rio-de-janeiro/6932/2022/results,Carlos Alcaraz,/en/players/carlos-alcaraz/a0e2/overview,carlos-alcaraz,a0e2,Simone Bolelli,/en/players/simone-bolelli/ba98/overview,simone-bolelli,ba98,Fabio Fognini,/en/players/fabio-fognini/f510/overview,fabio-fognini,f510
2022-451,14,ATP 250,Qatar ExxonMobil Open,451,doha,"Doha, Qatar",2022.02.14,2022,2,14,28,16,Outdoor,Hard,"$1,176,595",USD,1176595,/en/scores/archive/doha/451/2022/results,Roberto Bautista Agut,/en/players/roberto-bautista-agut/bd06/overview,roberto-bautista-agut,bd06,Wesley Koolhof,/en/players/wesley-koolhof/kc41/overview,wesley-koolhof,kc41,Neal Skupski,/en/players/neal-skupski/sl22/overview,neal-skupski,sl22
2022-499,15,ATP 250,Delray Beach Open,499,delray-beach,"Delray Beach, United States",2022.02.14,2022,2,14,28,16,Outdoor,Hard,"$664,275",USD,664275,/en/scores/archive/delray-beach/499/2022/results,Cameron Norrie,/en/players/cameron-norrie/n771/overview,cameron-norrie,n771,Marcelo Arevalo,/en/players/marcelo-arevalo/a853/overview,marcelo-arevalo,a853,Jean-Julien Rojer,/en/players/jean-julien-rojer/r513/overview,jean-julien-rojer,r513
2022-496,16,ATP 250,Open 13 Provence,496,marseille,"Marseille, France",2022.02.14,2022,2,14,28,16,Indoor,Hard,"€622,610",EUR,622610,/en/scores/archive/marseille/496/2022/results,Andrey Rublev,/en/players/andrey-rublev/re44/overview,andrey-rublev,re44,Denys Molchanov,/en/players/denys-molchanov/mf71/overview,denys-molchanov,mf71,Andrey Rublev,/en/players/andrey-rublev/re44/overview,andrey-rublev,re44
2022-495,17,ATP 500,Dubai Duty Free Tennis Championships,495,dubai,"Dubai, United Arab Emirates",2022.02.21,2022,2,21,32,16,Outdoor,Hard,"$2,949,665",USD,2949665,/en/scores/archive/dubai/495/2022/results,Andrey Rublev,/en/players/andrey-rublev/re44/overview,andrey-rublev,re44,Tim Puetz,/en/players/tim-puetz/pc68/overview,tim-puetz,pc68,Michael Venus,/en/players/michael-venus/v576/overview,michael-venus,v576
2022-807,18,ATP 500,Abierto Mexicano Telcel presentado por HSBC,807,acapulco,"Acapulco, Mexico",2022.02.21,2022,2,21,32,16,Outdoor,Hard,"$1,832,890",USD,1832890,/en/scores/archive/acapulco/807/2022/results,Rafael Nadal,/en/players/rafael-nadal/n409/overview,rafael-nadal,n409,Feliciano Lopez,/en/players/feliciano-lopez/l397/overview,feliciano-lopez,l397,Stefanos Tsitsipas,/en/players/stefanos-tsitsipas/te51/overview,stefanos-tsitsipas,te51
2022-8996,19,ATP 250,Chile Dove Men+Care Open,8996,santiago,"Santiago, Chile",2022.02.21,2022,2,21,28,16,Outdoor,Clay,"$546,340",USD,546340,/en/scores/archive/santiago/8996/2022/results,Pedro Martinez,/en/players/pedro-martinez/mo44/overview,pedro-martinez,mo44,Rafael Matos,/en/players/rafael-matos/mo41/overview,rafael-matos,mo41,Felipe Meligeni Alves,/en/players/felipe-meligeni-alves/mw75/overview,felipe-meligeni-alves,mw75
2022-404,20,Masters 1000,BNP Paribas Open,404,indian-wells,"Indian Wells, United States",2022.03.10,2022,3,10,96,32,Outdoor,Hard,"$9,554,920",USD,9554920,/en/scores/archive/indian-wells/404/2022/results,Taylor Fritz,/en/players/taylor-fritz/fb98/overview,taylor-fritz,fb98,John Isner,/en/players/john-isner/i186/overview,john-isner,i186,Jack Sock,/en/players/jack-sock/sm25/overview,jack-sock,sm25
2022-403,21,Masters 1000,Miami Open presented by Itau,403,miami,"Miami, United States",2022.03.23,2022,3,23,96,32,Outdoor,Hard,"$9,554,920",USD,9554920,/en/scores/archive/miami/403/2022/results,Carlos Alcaraz,/en/players/carlos-alcaraz/a0e2/overview,carlos-alcaraz,a0e2,Hubert Hurkacz,/en/players/hubert-hurkacz/hb71/overview,hubert-hurkacz,hb71,John Isner,/en/players/john-isner/i186/overview,john-isner,i186
2022-717,22,ATP 250,Fayez Sarofim & Co. U.S. Men's Clay Court Championship,717,houston,"Houston, United States",2022.04.04,2022,4,4,28,16,Outdoor,Clay,"$665,330",USD,665330,/en/scores/archive/houston/717/2022/results,Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Matthew Ebden,/en/players/matthew-ebden/e690/overview,matthew-ebden,e690,Max Purcell,/en/players/max-purcell/ph71/overview,max-purcell,ph71
2022-360,23,ATP 250,Grand Prix Hassan II,360,marrakech,"Marrakech, Morocco",2022.04.04,2022,4,4,32,16,Outdoor,Clay,"€597,900",EUR,597900,/en/scores/archive/marrakech/360/2022/results,David Goffin,/en/players/david-goffin/gb88/overview,david-goffin,gb88,Rafael Matos,/en/players/rafael-matos/mo41/overview,rafael-matos,mo41,David Vega Hernandez,/en/players/david-vega-hernandez/v758/overview,david-vega-hernandez,v758
2022-410,24,Masters 1000,Rolex Monte-Carlo Masters,410,monte-carlo,"Monte Carlo, Monaco",2022.04.10,2022,4,10,56,28,Outdoor,Clay,"€5,802,475",EUR,5802475,/en/scores/archive/monte-carlo/410/2022/results,Stefanos Tsitsipas,/en/players/stefanos-tsitsipas/te51/overview,stefanos-tsitsipas,te51,Rajeev Ram,/en/players/rajeev-ram/r548/overview,rajeev-ram,r548,Joe Salisbury,/en/players/joe-salisbury/so70/overview,joe-salisbury,so70
2022-425,25,ATP 500,Barcelona Open Banc Sabadell,425,barcelona,"Barcelona, Spain",2022.04.18,2022,4,18,48,16,Outdoor,Clay,"€2,802,580",EUR,2802580,/en/scores/archive/barcelona/425/2022/results,Carlos Alcaraz,/en/players/carlos-alcaraz/a0e2/overview,carlos-alcaraz,a0e2,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40
2022-5053,26,ATP 250,Serbia Open,5053,belgrade,"Belgrade, Serbia",2022.04.18,2022,4,18,28,16,Outdoor,Clay,"€597,900",EUR,597900,/en/scores/archive/belgrade/5053/2022/results,Andrey Rublev,/en/players/andrey-rublev/re44/overview,andrey-rublev,re44,Ariel Behar,/en/players/ariel-behar/bd52/overview,ariel-behar,bd52,Gonzalo Escobar,/en/players/gonzalo-escobar/e661/overview,gonzalo-escobar,e661
2022-308,27,ATP 250,BMW Open by American Express,308,munich,"Munich, Germany",2022.04.25,2022,4,25,28,16,Outdoor,Clay,"€597,900",EUR,597900,/en/scores/archive/munich/308/2022/results,Holger Rune,/en/players/holger-rune/r0dg/overview,holger-rune,r0dg,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40
2022-7290,28,ATP 250,Millennium Estoril Open,7290,estoril,"Estoril, Portugal",2022.04.25,2022,4,25,28,16,Outdoor,Clay,"€597,900",EUR,597900,/en/scores/archive/estoril/7290/2022/results,Sebastian Baez,/en/players/sebastian-baez/b0bi/overview,sebastian-baez,b0bi,Nuno Borges,/en/players/nuno-borges/bt72/overview,nuno-borges,bt72,Francisco Cabral,/en/players/francisco-cabral/cl84/overview,francisco-cabral,cl84
2022-1536,29,Masters 1000,Mutua Madrid Open,1536,madrid,"Madrid, Spain",2022.05.01,2022,5,1,56,28,Outdoor,Clay,"€7,499,290",EUR,7499290,/en/scores/archive/madrid/1536/2022/results,Carlos Alcaraz,/en/players/carlos-alcaraz/a0e2/overview,carlos-alcaraz,a0e2,Wesley Koolhof,/en/players/wesley-koolhof/kc41/overview,wesley-koolhof,kc41,Neal Skupski,/en/players/neal-skupski/sl22/overview,neal-skupski,sl22
2022-416,30,Masters 1000,Internazionali BNL d'Italia,416,rome,"Rome, Italy",2022.05.08,2022,5,8,56,32,Outdoor,Clay,"€6,008,725",EUR,6008725,/en/scores/archive/rome/416/2022/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Nikola Mektic,/en/players/nikola-mektic/mf09/overview,nikola-mektic,mf09,Mate Pavic,/en/players/mate-pavic/pf00/overview,mate-pavic,pf00
2022-322,31,ATP 250,Gonet Geneva Open,322,geneva,"Geneva, Switzerland",2022.05.15,2022,5,15,28,16,Outdoor,Clay,"€597,900",EUR,597900,/en/scores/archive/geneva/322/2022/results,Casper Ruud,/en/players/casper-ruud/rh16/overview,casper-ruud,rh16,Nikola Mektic,/en/players/nikola-mektic/mf09/overview,nikola-mektic,mf09,Mate Pavic,/en/players/mate-pavic/pf00/overview,mate-pavic,pf00
2022-7694,32,ATP 250,Open Parc Auvergne-Rhone-Alpes Lyon,7694,lyon,"Lyon, France",2022.05.15,2022,5,15,28,16,Outdoor,Clay,"€597,900",EUR,597900,/en/scores/archive/lyon/7694/2022/results,Cameron Norrie,/en/players/cameron-norrie/n771/overview,cameron-norrie,n771,Ivan Dodig,/en/players/ivan-dodig/d646/overview,ivan-dodig,d646,Austin Krajicek,/en/players/austin-krajicek/ka00/overview,austin-krajicek,ka00
2022-520,33,Grand Slam,Roland Garros,520,roland-garros,"Paris, France",2022.05.22,2022,5,22,128,64,Outdoor,Clay,"€21,256,800",EUR,21256800,/en/scores/archive/roland-garros/520/2022/results,Rafael Nadal,/en/players/rafael-nadal/n409/overview,rafael-nadal,n409,Marcelo Arevalo,/en/players/marcelo-arevalo/a853/overview,marcelo-arevalo,a853,Jean-Julien Rojer,/en/players/jean-julien-rojer/r513/overview,jean-julien-rojer,r513
2022-321,34,ATP 250,BOSS OPEN,321,stuttgart,"Stuttgart, Germany",2022.06.06,2022,6,6,28,16,Outdoor,Grass,"€769,645",EUR,769645,/en/scores/archive/stuttgart/321/2022/results,Matteo Berrettini,/en/players/matteo-berrettini/bk40/overview,matteo-berrettini,bk40,Hubert Hurkacz,/en/players/hubert-hurkacz/hb71/overview,hubert-hurkacz,hb71,Mate Pavic,/en/players/mate-pavic/pf00/overview,mate-pavic,pf00
2022-440,35,ATP 250,Libema Open,440,s-hertogenbosch,"'s-Hertogenbosch, Netherlands",2022.06.06,2022,6,6,28,16,Outdoor,Grass,"€725,540",EUR,725540,/en/scores/archive/s-hertogenbosch/440/2022/results,Tim van Rijthoven,/en/players/tim-van-rijthoven/v942/overview,tim-van-rijthoven,v942,Wesley Koolhof,/en/players/wesley-koolhof/kc41/overview,wesley-koolhof,kc41,Neal Skupski,/en/players/neal-skupski/sl22/overview,neal-skupski,sl22
2022-311,36,ATP 500,Cinch Championships,311,london,"London, Great Britain",2022.06.13,2022,6,13,32,16,Outdoor,Grass,"€2,275,275",EUR,2275275,/en/scores/archive/london/311/2022/results,Matteo Berrettini,/en/players/matteo-berrettini/bk40/overview,matteo-berrettini,bk40,Nikola Mektic,/en/players/nikola-mektic/mf09/overview,nikola-mektic,mf09,Mate Pavic,/en/players/mate-pavic/pf00/overview,mate-pavic,pf00
2022-500,37,ATP 500,Terra Wortmann Open,500,halle,"Halle, Germany",2022.06.13,2022,6,13,32,16,Outdoor,Grass,"€2,275,275",EUR,2275275,/en/scores/archive/halle/500/2022/results,Hubert Hurkacz,/en/players/hubert-hurkacz/hb71/overview,hubert-hurkacz,hb71,Marcel Granollers,/en/players/marcel-granollers/g710/overview,marcel-granollers,g710,Horacio Zeballos,/en/players/horacio-zeballos/z184/overview,horacio-zeballos,z184
2022-8994,38,ATP 250,Mallorca Championships,8994,mallorca,"Mallorca, Spain",2022.06.19,2022,6,19,28,16,Outdoor,Grass,"€951,745",EUR,951745,/en/scores/archive/mallorca/8994/2022/results,Stefanos Tsitsipas,/en/players/stefanos-tsitsipas/te51/overview,stefanos-tsitsipas,te51,Rafael Matos,/en/players/rafael-matos/mo41/overview,rafael-matos,mo41,David Vega Hernandez,/en/players/david-vega-hernandez/v758/overview,david-vega-hernandez,v758
2022-741,39,ATP 250,Rothesay International,741,eastbourne,"Eastbourne, Great Britain",2022.06.20,2022,6,20,28,16,Outdoor,Grass,"€760,750",EUR,760750,/en/scores/archive/eastbourne/741/2022/results,Taylor Fritz,/en/players/taylor-fritz/fb98/overview,taylor-fritz,fb98,Nikola Mektic,/en/players/nikola-mektic/mf09/overview,nikola-mektic,mf09,Mate Pavic,/en/players/mate-pavic/pf00/overview,mate-pavic,pf00
2022-540,40,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",2022.06.27,2022,6,27,128,64,Outdoor,Grass,"£18,652,000",GBP,18652000,/en/scores/archive/wimbledon/540/2022/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Matthew Ebden,/en/players/matthew-ebden/e690/overview,matthew-ebden,e690,Max Purcell,/en/players/max-purcell/ph71/overview,max-purcell,ph71
2022-315,41,ATP 250,Infosys Hall of Fame Open,315,newport,"Newport, United States",2022.07.11,2022,7,11,28,16,Outdoor,Grass,"$665,330",USD,665330,/en/scores/archive/newport/315/2022/results,Maxime Cressy,/en/players/maxime-cressy/c0bc/overview,maxime-cressy,c0bc,William Blumberg,/en/players/william-blumberg/bt45/overview,william-blumberg,bt45,Steve Johnson,/en/players/steve-johnson/j386/overview,steve-johnson,j386
2022-316,42,ATP 250,Nordea Open,316,bastad,"Bastad, Sweden",2022.07.11,2022,7,11,28,16,Outdoor,Clay,"€597,900",EUR,597900,/en/scores/archive/bastad/316/2022/results,Francisco Cerundolo,/en/players/francisco-cerundolo/c0au/overview,francisco-cerundolo,c0au,Rafael Matos,/en/players/rafael-matos/mo41/overview,rafael-matos,mo41,David Vega Hernandez,/en/players/david-vega-hernandez/v758/overview,david-vega-hernandez,v758
2022-414,43,ATP 500,Hamburg European Open,414,hamburg,"Hamburg, Germany",2022.07.18,2022,7,18,32,16,Outdoor,Clay,"€1,911,620",EUR,1911620,/en/scores/archive/hamburg/414/2022/results,Lorenzo Musetti,/en/players/lorenzo-musetti/m0ej/overview,lorenzo-musetti,m0ej,Lloyd Glasspool,/en/players/lloyd-glasspool/gd08/overview,lloyd-glasspool,gd08,Harri Heliovaara,/en/players/harri-heliovaara/h808/overview,harri-heliovaara,h808
2022-314,44,ATP 250,EFG Swiss Open Gstaad,314,gstaad,"Gstaad, Switzerland",2022.07.18,2022,7,18,28,16,Outdoor,Clay,"€597,900",EUR,597900,/en/scores/archive/gstaad/314/2022/results,Casper Ruud,/en/players/casper-ruud/rh16/overview,casper-ruud,rh16,Tomislav Brkic,/en/players/tomislav-brkic/be68/overview,tomislav-brkic,be68,Francisco Cabral,/en/players/francisco-cabral/cl84/overview,francisco-cabral,cl84
2022-6116,45,ATP 250,Atlanta Open,6116,atlanta,"Atlanta, United States",2022.07.25,2022,7,25,28,16,Outdoor,Hard,"$792,980",USD,792980,/en/scores/archive/atlanta/6116/2022/results,Alex de Minaur,/en/players/alex-de-minaur/dh58/overview,alex-de-minaur,dh58,Thanasi Kokkinakis,/en/players/thanasi-kokkinakis/kd46/overview,thanasi-kokkinakis,kd46,Nick Kyrgios,/en/players/nick-kyrgios/ke17/overview,nick-kyrgios,ke17
2022-319,46,ATP 250,Generali Open,319,kitzbuhel,"Kitzbuhel, Austria",2022.07.25,2022,7,25,28,16,Outdoor,Clay,"€597,900",EUR,597900,/en/scores/archive/kitzbuhel/319/2022/results,Roberto Bautista Agut,/en/players/roberto-bautista-agut/bd06/overview,roberto-bautista-agut,bd06,Pedro Martinez,/en/players/pedro-martinez/mo44/overview,pedro-martinez,mo44,Lorenzo Sonego,/en/players/lorenzo-sonego/su87/overview,lorenzo-sonego,su87
2022-439,47,ATP 250,Plava Laguna Croatia Open Umag,439,umag,"Umag, Croatia",2022.07.25,2022,7,25,28,16,Outdoor,Clay,"€597,900",EUR,597900,/en/scores/archive/umag/439/2022/results,Jannik Sinner,/en/players/jannik-sinner/s0ag/overview,jannik-sinner,s0ag,Simone Bolelli,/en/players/simone-bolelli/ba98/overview,simone-bolelli,ba98,Fabio Fognini,/en/players/fabio-fognini/f510/overview,fabio-fognini,f510
2022-418,48,ATP 500,Citi Open,418,washington,"Washington, United States",2022.08.01,2022,8,1,48,16,Outdoor,Hard,"$2,108,110",USD,2108110,/en/scores/archive/washington/418/2022/results,Nick Kyrgios,/en/players/nick-kyrgios/ke17/overview,nick-kyrgios,ke17,Nick Kyrgios,/en/players/nick-kyrgios/ke17/overview,nick-kyrgios,ke17,Jack Sock,/en/players/jack-sock/sm25/overview,jack-sock,sm25
2022-7480,49,ATP 250,Abierto de Tenis Mifel,7480,los-cabos,"Los Cabos, Mexico",2022.08.01,2022,8,1,28,16,Outdoor,Hard,"$920,625",USD,920625,/en/scores/archive/los-cabos/7480/2022/results,Daniil Medvedev,/en/players/daniil-medvedev/mm58/overview,daniil-medvedev,mm58,William Blumberg,/en/players/william-blumberg/bt45/overview,william-blumberg,bt45,Miomir Kecmanovic,/en/players/miomir-kecmanovic/ki95/overview,miomir-kecmanovic,ki95
2022-421,50,Masters 1000,National Bank Open Presented by Rogers,421,montreal,"Montreal, Canada",2022.08.08,2022,8,8,56,28,Outdoor,Hard,"$6,573,785",USD,6573785,/en/scores/archive/montreal/421/2022/results,Pablo Carreno Busta,/en/players/pablo-carreno-busta/cd85/overview,pablo-carreno-busta,cd85,Wesley Koolhof,/en/players/wesley-koolhof/kc41/overview,wesley-koolhof,kc41,Neal Skupski,/en/players/neal-skupski/sl22/overview,neal-skupski,sl22
2022-422,51,Masters 1000,Western & Southern Open,422,cincinnati,"Cincinnati, United States",2022.08.14,2022,8,14,56,28,Outdoor,Hard,"$6,971,275",USD,6971275,/en/scores/archive/cincinnati/422/2022/results,Borna Coric,/en/players/borna-coric/cg80/overview,borna-coric,cg80,Rajeev Ram,/en/players/rajeev-ram/r548/overview,rajeev-ram,r548,Joe Salisbury,/en/players/joe-salisbury/so70/overview,joe-salisbury,so70
2022-6242,52,ATP 250,Winston-Salem Open,6242,winston-salem,"Winston-Salem, United States",2022.08.21,2022,8,21,48,16,Outdoor,Hard,"$823,420",USD,823420,/en/scores/archive/winston-salem/6242/2022/results,Adrian Mannarino,/en/players/adrian-mannarino/me82/overview,adrian-mannarino,me82,Matthew Ebden,/en/players/matthew-ebden/e690/overview,matthew-ebden,e690,Jamie Murray,/en/players/jamie-murray/mc81/overview,jamie-murray,mc81
2022-560,53,Grand Slam,US Open,560,us-open,"New York, United States",2022.08.29,2022,8,29,128,64,Outdoor,Hard,"$27,915,200",USD,27915200,/en/scores/archive/us-open/560/2022/results,Carlos Alcaraz,/en/players/carlos-alcaraz/a0e2/overview,carlos-alcaraz,a0e2,Rajeev Ram,/en/players/rajeev-ram/r548/overview,rajeev-ram,r548,Joe Salisbury,/en/players/joe-salisbury/so70/overview,joe-salisbury,so70
2022-9569,54,ATP 250,San Diego Open,9569,san-diego,"San Diego, United States",2022.09.19,2022,9,19,28,16,Outdoor,Hard,"$612,000",USD,612000,/en/scores/archive/san-diego/9569/2022/results,Brandon Nakashima,/en/players/brandon-nakashima/n0ae/overview,brandon-nakashima,n0ae,Nathaniel Lammons,/en/players/nathaniel-lammons/li37/overview,nathaniel-lammons,li37,Jackson Withrow,/en/players/jackson-withrow/w686/overview,jackson-withrow,w686
2022-341,55,ATP 250,Moselle Open,341,metz,"Metz, France",2022.09.19,2022,9,19,28,16,Indoor,Hard,"€597,900",EUR,597900,/en/scores/archive/metz/341/2022/results,Lorenzo Sonego,/en/players/lorenzo-sonego/su87/overview,lorenzo-sonego,su87,Hugo Nys,/en/players/hugo-nys/n670/overview,hugo-nys,n670,Jan Zielinski,/en/players/jan-zielinski/z423/overview,jan-zielinski,z423
2022-9210,56,Laver Cup,Laver Cup,9210,laver-cup,"London, Great Britain",2022.09.23,2022,9,23,12,12,Indoor,Hard,,,,/en/scores/archive/laver-cup/9210/2022/results,,,,,,,,,,,,
2022-4140,57,ATP 250,Eugene Korea Open Tennis Championships,4140,seoul,"Seoul, South Korea",2022.09.26,2022,9,26,28,16,Outdoor,Hard,"$1,237,570",USD,1237570,/en/scores/archive/seoul/4140/2022/results,Yoshihito Nishioka,/en/players/yoshihito-nishioka/n732/overview,yoshihito-nishioka,n732,Raven Klaasen,/en/players/raven-klaasen/k609/overview,raven-klaasen,k609,Nathaniel Lammons,/en/players/nathaniel-lammons/li37/overview,nathaniel-lammons,li37
2022-4138,58,ATP 250,Tel Aviv Watergen Open,4138,tel-aviv,"Tel Aviv, Israel",2022.09.26,2022,9,26,28,16,Indoor,Hard,"$1,019,855",USD,1019855,/en/scores/archive/tel-aviv/4138/2022/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Rohan Bopanna,/en/players/rohan-bopanna/b757/overview,rohan-bopanna,b757,Matwe Middelkoop,/en/players/matwe-middelkoop/mb88/overview,matwe-middelkoop,mb88
2022-7434,59,ATP 250,Sofia Open,7434,sofia,"Sofia, Bulgaria",2022.09.26,2022,9,26,28,16,Indoor,Hard,"€597,900",EUR,597900,/en/scores/archive/sofia/7434/2022/results,Marc-Andrea Huesler,/en/players/marc-andrea-huesler/hh06/overview,marc-andrea-huesler,hh06,Rafael Matos,/en/players/rafael-matos/mo41/overview,rafael-matos,mo41,David Vega Hernandez,/en/players/david-vega-hernandez/v758/overview,david-vega-hernandez,v758
2022-329,60,ATP 500,Rakuten Japan Open Tennis Championships,329,tokyo,"Tokyo, Japan",2022.10.03,2022,10,3,32,16,Outdoor,Hard,"$2,108,110",USD,2108110,/en/scores/archive/tokyo/329/2022/results,Taylor Fritz,/en/players/taylor-fritz/fb98/overview,taylor-fritz,fb98,Marcelo Melo,/en/players/marcelo-melo/m919/overview,marcelo-melo,m919,Mackenzie McDonald,/en/players/mackenzie-mcdonald/mk66/overview,mackenzie-mcdonald,mk66
2022-9410,61,ATP 500,Astana Open,9410,astana,"Astana, Kazakhstan",2022.10.03,2022,10,3,32,16,Indoor,Hard,"$2,054,825",USD,2054825,/en/scores/archive/astana/9410/2022/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Nikola Mektic,/en/players/nikola-mektic/mf09/overview,nikola-mektic,mf09,Mate Pavic,/en/players/mate-pavic/pf00/overview,mate-pavic,pf00
